manufacturer,model_name,model_year,body_type,fuel_type,transmission,power_(bhp),engine_(cc),mileage,kilometers,previous_owners,insurance_type,seats,city,price_in_lakhs_(₹)
Nissan,Micra,2015,Hatchback,Petrol,Automatic,76.0,1198.0,19.34,52123.0,2,Comprehensive,5,delhi,3.66
Mercedes-Benz,GLS,2016,SUV,Diesel,Automatic,258.0,2987.0,11.0,66000.0,2,Comprehensive,7,delhi,49.5
Hyundai,Grand i10,2015,Hatchback,Petrol,Manual,81.86,1197.0,18.9,23690.0,1,third_party_insurance,5,delhi,4.47
Maruti,Alto 800,2016,Hatchback,Petrol,Manual,47.33,796.0,22.05,70879.0,1,zero_depreciation,5,delhi,2.62
Volkswagen,Polo,2012,Hatchback,Petrol,Manual,73.9,1198.0,16.47,42000.0,1,Comprehensive,5,delhi,2.65
Jaguar,F-Pace,2018,SUV,Diesel,Automatic,177.0,1999.0,16.38,56000.0,2,Comprehensive,5,delhi,38.75
Honda,City,2017,Sedan,Petrol,Manual,117.3,1497.0,17.8,12651.0,2,Comprehensive,5,delhi,7.61
Honda,Amaze,2016,Sedan,Petrol,Manual,86.7,1198.0,17.8,61000.0,1,Comprehensive,5,delhi,4.3
Kia,Carnival,2020,MUV,Diesel,Automatic,197.26,2199.0,14.11,62000.0,1,Comprehensive,7,delhi,29.5
Honda,Amaze,2014,Sedan,Petrol,Manual,86.7,1198.0,18.0,28000.0,1,Comprehensive,5,delhi,3.8
Mahindra,Bolero Power Plus,2020,SUV,Diesel,Manual,70.0,1493.0,16.5,36000.0,1,Comprehensive,7,delhi,8.25
Maruti,Swift Dzire,2017,Sedan,Diesel,Manual,74.02,1248.0,28.4,32000.0,1,Comprehensive,5,delhi,6.35
BMW,X1,2017,SUV,Diesel,Automatic,188.0,1995.0,20.68,38000.0,1,third_party_insurance,5,delhi,22.5
Maruti,Alto K10,2017,Hatchback,Petrol,Manual,67.1,998.0,23.95,33000.0,1,Comprehensive,5,delhi,3.4
Hyundai,Verna,2018,Sedan,Diesel,Automatic,126.2,1582.0,22.0,68045.0,1,third_party_insurance,5,delhi,9.5
Mahindra,Scorpio Classic,2022,SUV,Diesel,Manual,130.07,2184.0,16.266187649692803,12000.0,1,third_party_insurance,7,delhi,18.25
Mercedes-Benz,GLC,2023,SUV,Diesel,Automatic,194.0,1950.0,14.8425,4000.0,1,Comprehensive,5,delhi,72.0
Maruti,Wagon R,2018,Hatchback,Petrol,Manual,67.04,998.0,20.51,19765.0,1,zero_depreciation,5,delhi,3.92
Mahindra,XUV300,2021,SUV,Petrol,Manual,108.62,1197.0,16.82,7076.0,1,third_party_insurance,5,delhi,12.05
Honda,City,2017,Sedan,Petrol,Manual,117.3,1497.0,17.8,30560.0,1,zero_depreciation,5,delhi,7.43
Jaguar,XE,2020,Sedan,Diesel,Automatic,177.0,1999.0,13.516666666666666,5000.0,1,Comprehensive,5,delhi,33.75
Hyundai,Creta,2016,SUV,Petrol,Automatic,121.3,1591.0,13.0,78550.0,1,Comprehensive,5,delhi,8.79
Hyundai,Tucson,2017,SUV,Petrol,Automatic,152.88,1999.0,12.95,65000.0,1,third_party_insurance,5,delhi,10.5
Kia,Seltos,2022,SUV,Diesel,Automatic,113.43,1493.0,18.0,32000.0,1,Comprehensive,5,delhi,19.8
Honda,Amaze,2017,Sedan,Petrol,Manual,88.76,1199.0,19.5,58996.0,2,Comprehensive,5,delhi,4.62
Jaguar,XE,2018,Sedan,Diesel,Automatic,177.0,1999.0,13.5,34000.0,2,Comprehensive,5,delhi,26.5
Hyundai,i20,2015,Hatchback,Petrol,Manual,81.83,1197.0,18.6,59537.0,2,third_party_insurance,5,delhi,5.09
Maruti,Wagon R,2022,Hatchback,Petrol,Manual,67.05,998.0,21.79,9314.0,1,Comprehensive,5,delhi,5.3
Nissan,Kicks,2019,SUV,Petrol,Manual,104.55,1498.0,18.376666666666665,60000.0,2,third_party_insurance,5,delhi,7.0
Honda,Amaze,2014,Sedan,Petrol,Manual,88.76,1199.0,18.6,41684.0,1,third_party_insurance,5,delhi,3.1
Audi,A4,2011,Sedan,Petrol,Automatic,160.967424,1781.0,12.3,70000.0,3,third_party_insurance,5,delhi,7.0
Toyota,Etios Liva,2016,Hatchback,Petrol,Manual,78.9,1197.0,18.16,51607.0,1,Comprehensive,5,delhi,4.4
Tata,Zest,2015,Sedan,Diesel,Manual,88.7,1248.0,20.65,90000.0,1,third_party_insurance,5,delhi,4.0
Kia,Carnival,2020,MUV,Diesel,Automatic,197.26,2199.0,14.11,30000.0,1,third_party_insurance,7,delhi,30.5
Mahindra,Thar,2022,SUV,Diesel,Manual,130.0,2184.0,15.2,40000.0,1,third_party_insurance,4,delhi,15.75
Mercedes-Benz,GLC,2020,SUV,Diesel,Automatic,194.0,1950.0,14.8425,35000.0,1,Comprehensive,5,delhi,49.95
Maruti,Swift,2013,Hatchback,Petrol,Manual,88.5,1197.0,22.38,97672.0,1,Comprehensive,5,delhi,3.6
Hyundai,Verna,2014,Sedan,Petrol,Manual,121.3,1591.0,17.01,90000.0,3,third_party_insurance,5,delhi,3.6
Nissan,Micra,2015,Hatchback,Petrol,Manual,75.0,1198.0,18.06,68740.0,2,Comprehensive,5,delhi,3.44
Mercedes-Benz,C-Class,2018,Sedan,Petrol,Automatic,184.0,1991.0,14.74,37000.0,1,Comprehensive,5,delhi,35.65
Maruti,Ciaz,2017,Sedan,Diesel,Manual,88.5,1248.0,28.09,40000.0,1,third_party_insurance,5,delhi,6.0
Honda,Amaze,2015,Sedan,Petrol,Manual,86.7,1198.0,18.0,86245.0,2,third_party_insurance,5,delhi,3.4
Volkswagen,Polo,2016,Hatchback,Petrol,Automatic,103.5,1197.0,17.21,40000.0,2,third_party_insurance,5,delhi,6.75
BMW,3 Series GT,2020,Sedan,Petrol,Automatic,248.0,1998.0,15.34,15000.0,2,Comprehensive,5,delhi,43.75
Maruti,Alto 800,2016,Hatchback,Petrol,Manual,47.33,796.0,22.05,60896.0,2,Comprehensive,5,delhi,2.94
Honda,City,2013,Sedan,Petrol,Manual,116.3,1497.0,16.8,60000.0,1,third_party_insurance,5,delhi,3.75
Maruti,Swift Dzire,2021,Sedan,Petrol,Automatic,88.5,1197.0,22.61,18340.0,2,Comprehensive,5,delhi,8.01
Jeep,Compass,2022,SUV,Diesel,Automatic,167.67,1956.0,14.9,20000.0,1,third_party_insurance,5,delhi,29.0
Hyundai,Creta,2017,SUV,Diesel,Automatic,126.2,1582.0,17.01,70000.0,2,third_party_insurance,5,delhi,8.0
Honda,WR-V,2017,SUV,Petrol,Manual,88.7,1199.0,17.5,40000.0,1,third_party_insurance,5,delhi,5.1
Audi,Q3,2014,SUV,Diesel,Automatic,174.33,1968.0,15.73,57000.0,2,third_party_insurance,5,delhi,11.25
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,48000.0,1,Comprehensive,5,delhi,4.55
Honda,City,2011,Sedan,Petrol,Manual,116.38575999999999,1497.0,17.0,120000.0,1,third_party_insurance,5,delhi,3.0
Ford,Ecosport,2017,SUV,Petrol,Automatic,120.69,1496.0,14.7,25000.0,1,Comprehensive,5,delhi,7.25
Toyota,Innova Crysta,2021,MUV,Diesel,Automatic,148.0,2393.0,12.0,29000.0,1,third_party_insurance,7,delhi,23.25
Ford,Figo,2019,Hatchback,Diesel,Manual,99.0,1498.0,25.83,63176.0,1,Comprehensive,5,delhi,5.15
Audi,A4,2021,Sedan,Petrol,Automatic,187.74,1998.0,17.42,24000.0,1,Comprehensive,5,delhi,40.0
Renault,KWID,2020,Hatchback,Petrol,Manual,67.0,999.0,21.74,22820.0,1,Comprehensive,5,delhi,4.18
Land Rover,Range Rover Evoque,2022,SUV,Diesel,Automatic,246.74,1997.0,14.425,5000.0,1,Comprehensive,5,delhi,76.0
Hyundai,i10,2009,Hatchback,Petrol,Manual,78.9,1197.0,20.36,30000.0,1,third_party_insurance,5,delhi,2.0
Maruti,Swift Dzire,2017,Sedan,Petrol,Automatic,81.8,1197.0,21.21,74538.0,1,Comprehensive,5,delhi,6.85
Mercedes-Benz,GLC,2019,SUV,Petrol,Automatic,245.0,1991.0,11.5,40000.0,1,third_party_insurance,5,delhi,36.0
Maruti,Alto 800,2018,Hatchback,Petrol,Manual,47.33,796.0,22.05,45399.0,1,Comprehensive,5,delhi,2.89
Volkswagen,Ameo,2018,Sedan,Petrol,Manual,75.0,999.0,19.44,24940.0,2,third_party_insurance,5,delhi,6.1
Hyundai,Creta,2019,SUV,Diesel,Automatic,126.2,1582.0,17.01,22000.0,1,Comprehensive,5,delhi,14.0
Honda,Amaze,2014,Sedan,Petrol,Manual,86.7,1198.0,18.0,98681.0,1,Comprehensive,5,delhi,3.23
Mercedes-Benz,GLE,2023,SUV,Diesel,Automatic,241.38,1950.0,15.196666666666665,6000.0,1,Comprehensive,5,delhi,95.0
Maruti,Baleno,2017,Hatchback,Petrol,Manual,81.8,1197.0,21.01,40000.0,1,Comprehensive,5,delhi,5.25
Honda,WR-V,2018,SUV,Diesel,Manual,98.6,1498.0,25.5,58000.0,1,Comprehensive,5,delhi,7.25
Hyundai,i20,2015,Hatchback,Diesel,Manual,88.73,1396.0,22.54,75000.0,1,Comprehensive,5,delhi,4.25
Ford,Ecosport,2014,SUV,Diesel,Manual,89.84,1498.0,22.7,76000.0,1,Comprehensive,5,delhi,3.5
Renault,KWID,2017,Hatchback,Petrol,Automatic,67.0,999.0,24.04,60000.0,1,Comprehensive,5,delhi,3.25
Honda,City,2016,Sedan,Petrol,Automatic,117.3,1497.0,18.0,58000.0,1,Comprehensive,5,delhi,6.75
Volkswagen,Jetta,2013,Sedan,Petrol,Manual,120.3,1390.0,14.69,80000.0,2,Comprehensive,5,delhi,4.15
Volvo,S90,2018,Sedan,Diesel,Automatic,190.0,1969.0,18.0,20000.0,1,third_party_insurance,5,delhi,38.75
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,42841.0,1,Comprehensive,5,delhi,5.89
Maruti,Vitara Brezza,2017,SUV,Diesel,Manual,88.5,1248.0,24.3,67000.0,1,Comprehensive,5,delhi,6.5
Maruti,XL6,2020,MUV,Petrol,Manual,103.2,1462.0,19.01,26000.0,1,third_party_insurance,6,delhi,10.27
Maruti,Wagon R,2017,Hatchback,Petrol,Manual,67.1,998.0,18.9,40000.0,1,third_party_insurance,5,delhi,3.75
Mahindra,XUV500,2019,SUV,Diesel,Manual,152.87,2179.0,15.1,60000.0,1,third_party_insurance,7,delhi,13.0
Hyundai,Verna,2015,Sedan,Petrol,Manual,121.3,1591.0,17.01,37140.0,2,Comprehensive,5,delhi,9.03
Toyota,Fortuner,2018,SUV,Diesel,Automatic,174.5,2755.0,12.9,74000.0,1,third_party_insurance,7,delhi,28.5
Hyundai,i20,2021,Hatchback,Petrol,Manual,81.8,1197.0,21.0,16430.0,1,zero_depreciation,5,delhi,9.04
Toyota,Urban cruiser,2022,SUV,Petrol,Manual,103.26,1462.0,17.03,10000.0,1,third_party_insurance,5,delhi,9.5
Honda,City,2017,Sedan,Petrol,Automatic,117.6,1497.0,18.0,63054.0,1,Comprehensive,5,delhi,9.49
Skoda,Superb,2022,Sedan,Petrol,Automatic,187.74,1984.0,15.1,12000.0,1,Comprehensive,5,delhi,39.0
Mercedes-Benz,E-Class,2022,Sedan,Diesel,Automatic,191.76,1950.0,16.1,13000.0,1,Comprehensive,5,delhi,74.0
Hyundai,Creta,2018,SUV,Diesel,Automatic,126.2,1582.0,17.01,32000.0,2,Comprehensive,5,delhi,10.99
Hyundai,Creta,2022,SUV,Petrol,Manual,113.18,1497.0,16.65796052631579,3500.0,1,Comprehensive,5,delhi,15.11
Mercedes-Benz,SLC,2017,Others,Petrol,Automatic,362.07,2996.0,19.0,7023.0,1,third_party_insurance,2,delhi,64.75
Mercedes-Benz,GLE,2022,SUV,Diesel,Automatic,241.38,1950.0,15.196666666666665,5000.0,1,Comprehensive,5,delhi,92.0
Mercedes-Benz,A-Class Limousine,2021,Sedan,Petrol,Automatic,160.92,1332.0,12.79725579322638,11000.0,1,Comprehensive,5,delhi,40.0
Mercedes-Benz,C-Class,2020,Sedan,Petrol,Automatic,201.15,1950.0,11.9,11000.0,1,third_party_insurance,5,delhi,42.5
Maruti,Swift,2017,Hatchback,Petrol,Manual,88.5,1197.0,22.38,50629.0,1,third_party_insurance,5,delhi,4.22
Maruti,Baleno,2019,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,63534.0,1,zero_depreciation,5,delhi,6.78
Hyundai,EON,2018,Hatchback,Petrol,Manual,68.05,998.0,20.3,52000.0,1,Comprehensive,5,delhi,3.0
Honda,Jazz,2015,Hatchback,Petrol,Automatic,88.7,1199.0,19.0,68744.0,1,third_party_insurance,5,delhi,4.63
Honda,City,2013,Sedan,Petrol,Manual,116.3,1497.0,16.8,70000.0,1,third_party_insurance,5,delhi,4.55
Tata,Tiago,2020,Hatchback,Petrol,Automatic,83.83,1199.0,23.84,9540.0,1,third_party_insurance,5,delhi,7.51
Maruti,Ciaz,2017,Sedan,Petrol,Automatic,91.1,1373.0,19.12,45000.0,1,Comprehensive,5,delhi,7.75
Maruti,Baleno,2019,Hatchback,Petrol,Manual,83.1,1197.0,21.4,36861.0,1,zero_depreciation,5,delhi,6.78
Ford,Ecosport,2017,SUV,Petrol,Manual,120.69,1496.0,15.9,68000.0,1,Comprehensive,5,delhi,5.5
Maruti,Swift Dzire,2014,Sedan,Petrol,Manual,85.8,1197.0,19.1,68000.0,1,Comprehensive,5,delhi,3.9
Maruti,Swift,2015,Hatchback,Petrol,Manual,81.8,1197.0,21.21,38000.0,1,Comprehensive,5,delhi,3.95
Renault,KWID,2017,Hatchback,Petrol,Manual,67.0,999.0,23.01,39000.0,1,Comprehensive,5,delhi,2.95
Volkswagen,Polo,2017,Hatchback,Petrol,Manual,74.0,1199.0,16.2,40000.0,1,Comprehensive,5,delhi,5.99
MG,Hector Plus,2020,SUV,Petrol,Automatic,141.0,1451.0,11.67,18000.0,1,Comprehensive,6,delhi,17.49
Maruti,Wagon R,2019,Hatchback,Petrol,Automatic,67.0,998.0,20.51,60000.0,1,Comprehensive,5,delhi,3.99
Ford,Aspire,2018,Sedan,Diesel,Manual,99.0,1498.0,25.83,40000.0,1,Comprehensive,5,delhi,4.49
Maruti,Alto K10,2018,Hatchback,Petrol,Manual,67.05,998.0,23.95,68000.0,1,Comprehensive,5,delhi,3.0
Maruti,Ignis,2017,Hatchback,Petrol,Manual,81.8,1197.0,20.89,40000.0,2,Comprehensive,5,delhi,4.49
Maruti,Wagon R,2014,Hatchback,Petrol,Manual,67.05,998.0,21.79,37000.0,1,Comprehensive,5,delhi,2.95
Maruti,Swift Dzire,2018,Sedan,Petrol,Automatic,81.8,1197.0,21.21,21912.0,1,zero_depreciation,5,delhi,6.49
Hyundai,i10,2013,Hatchback,Petrol,Manual,78.9,1197.0,20.36,74564.0,1,third_party_insurance,5,delhi,2.74
Maruti,Alto 800,2019,Hatchback,Petrol,Manual,47.3,796.0,24.7,48000.0,1,Comprehensive,5,delhi,3.75
Honda,City,2017,Sedan,Petrol,Automatic,117.3,1497.0,18.0,96758.0,1,Comprehensive,5,delhi,8.01
Honda,Amaze,2018,Sedan,Diesel,Manual,98.6,1498.0,25.8,60341.0,1,zero_depreciation,5,delhi,5.91
Maruti,Swift,2017,Hatchback,Petrol,Manual,83.11,1197.0,20.4,36973.0,1,third_party_insurance,5,delhi,4.34
Maruti,Ciaz,2017,Sedan,Diesel,Manual,88.5,1248.0,28.09,39000.0,1,Comprehensive,5,delhi,6.99
Maruti,Wagon R,2013,Hatchback,Petrol,Manual,67.1,998.0,18.9,52514.0,1,third_party_insurance,5,delhi,2.71
Maruti,Wagon R,2022,Hatchback,Petrol,Manual,81.8,1197.0,21.5,13001.0,1,Comprehensive,5,delhi,5.55
Hyundai,Creta,2018,SUV,Diesel,Manual,88.7,1396.0,22.1,72000.0,1,Comprehensive,5,delhi,8.25
Ford,Ecosport,2017,SUV,Petrol,Manual,120.69,1496.0,15.9,62000.0,1,Comprehensive,5,delhi,5.99
Toyota,Etios,2017,Sedan,Petrol,Manual,88.73,1496.0,16.78,34000.0,1,Comprehensive,5,delhi,4.81
Honda,Amaze,2015,Sedan,Petrol,Manual,86.7,1198.0,18.0,67000.0,1,Comprehensive,5,delhi,3.85
Volkswagen,Polo,2019,Hatchback,Petrol,Manual,75.0,999.0,18.78,45000.0,1,Comprehensive,5,delhi,6.99
Maruti,Swift Dzire,2013,Sedan,Petrol,Manual,83.14,1197.0,20.85,64000.0,1,Comprehensive,5,delhi,3.31
Chevrolet,Beat,2013,Hatchback,Petrol,Manual,79.4,1199.0,18.6,58000.0,2,Comprehensive,5,delhi,1.78
Hyundai,Creta,2017,SUV,Petrol,Automatic,121.3,1591.0,14.8,48000.0,2,Comprehensive,5,delhi,9.25
Maruti,Ritz,2013,Hatchback,Petrol,Manual,85.8,1197.0,18.5,70000.0,1,Comprehensive,5,delhi,2.9
Maruti,Ciaz,2017,Sedan,Petrol,Automatic,91.1,1373.0,19.12,59863.0,2,Comprehensive,5,delhi,5.7
Ford,Freestyle,2018,Hatchback,Petrol,Manual,94.68,1194.0,19.0,42173.0,2,third_party_insurance,5,delhi,5.3
Ford,Ecosport,2015,SUV,Petrol,Automatic,120.69,1496.0,14.7,68631.0,2,Comprehensive,5,delhi,4.65
Maruti,Alto 800,2021,Hatchback,Petrol,Manual,47.33,796.0,22.05,18833.0,1,zero_depreciation,5,delhi,3.51
Maruti,Ignis,2021,Hatchback,Petrol,Manual,81.8,1197.0,20.89,55418.0,1,third_party_insurance,5,delhi,5.15
Maruti,Wagon R,2013,Hatchback,Petrol,Manual,67.04,998.0,20.51,20000.0,1,third_party_insurance,5,delhi,2.25
Renault,Triber,2020,MUV,Petrol,Manual,71.01,999.0,20.0,53400.0,1,zero_depreciation,7,delhi,6.2
Renault,KWID,2018,Hatchback,Petrol,Manual,67.0,999.0,23.01,25000.0,1,Comprehensive,5,delhi,3.49
Jeep,Compass,2019,SUV,Petrol,Automatic,160.77,1368.0,14.1,87576.0,1,Comprehensive,5,delhi,13.85
Honda,Brio,2014,Hatchback,Petrol,Manual,86.8,1198.0,19.4,58000.0,1,Comprehensive,5,delhi,2.9
Datsun,GO Plus,2015,MUV,Petrol,Manual,67.0,1198.0,19.44,75000.0,1,Comprehensive,7,delhi,2.85
Volkswagen,Vento,2013,Sedan,Petrol,Automatic,103.5636,1598.0,14.8,69000.0,1,Comprehensive,5,delhi,3.3
Mahindra,Thar,2015,SUV,Diesel,Manual,105.0,2498.0,16.55,20000.0,1,Comprehensive,6,delhi,5.49
Maruti,Alto 800,2020,Hatchback,Petrol,Manual,47.33,796.0,22.05,45000.0,1,Comprehensive,5,delhi,3.65
Maruti,SX4 S Cross,2015,SUV,Diesel,Manual,88.5,1248.0,23.65,70000.0,1,Comprehensive,5,delhi,4.49
Honda,Jazz,2017,Hatchback,Petrol,Automatic,88.7,1199.0,19.0,72000.0,1,Comprehensive,5,delhi,5.99
MG,Gloster,2023,SUV,Diesel,Automatic,212.55,1996.0,12.04,7800.0,0,Comprehensive,6,delhi,46.45
Tata,Tiago,2020,Hatchback,Petrol,Manual,84.82,1199.0,20.09,25000.0,1,Comprehensive,5,delhi,4.99
Skoda,Slavia,2022,Sedan,Petrol,Automatic,113.98,999.0,18.07,11332.0,1,zero_depreciation,5,delhi,13.58
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,25456.0,1,Comprehensive,5,delhi,5.6
Maruti,Wagon R,2013,Hatchback,Petrol,Manual,67.05,998.0,21.79,65000.0,2,Comprehensive,5,delhi,2.75
Honda,Jazz,2017,Hatchback,Petrol,Automatic,88.7,1199.0,19.0,93616.0,1,zero_depreciation,5,delhi,5.86
Maruti,Celerio,2017,Hatchback,Petrol,Automatic,65.71,998.0,26.0,74134.0,1,Comprehensive,5,delhi,4.63
Renault,Duster,2018,SUV,Petrol,Automatic,104.5,1498.0,14.99,70000.0,1,Comprehensive,5,delhi,6.99
Maruti,Baleno,2018,Hatchback,Diesel,Manual,74.0,1248.0,27.39,62411.0,2,zero_depreciation,5,delhi,5.93
Mercedes-Benz,E-Class,2012,Sedan,Petrol,Automatic,185.0,1796.0,12.3,56000.0,2,third_party_insurance,5,delhi,10.5
Mahindra,KUV 100 NXT,2018,SUV,Diesel,Manual,77.0,1198.0,25.32,63661.0,2,third_party_insurance,5,delhi,5.67
MG,Hector Plus,2021,SUV,Petrol,Automatic,141.0,1451.0,14.180384615384614,24000.0,1,Comprehensive,6,delhi,17.5
Volkswagen,Taigun,2022,SUV,Petrol,Manual,147.51,1498.0,17.88,14000.0,1,Comprehensive,5,delhi,16.5
Mahindra,XUV500,2017,SUV,Diesel,Manual,140.0,1997.0,16.0,70000.0,1,third_party_insurance,7,delhi,9.3
Honda,WR-V,2018,SUV,Petrol,Manual,88.7,1199.0,17.5,50000.0,1,Comprehensive,5,delhi,7.49
Volkswagen,Vento,2011,Sedan,Petrol,Manual,103.6,1598.0,15.04,74000.0,1,Comprehensive,5,delhi,2.49
Tata,Hexa,2018,SUV,Diesel,Manual,153.86,2179.0,17.6,70000.0,1,Comprehensive,7,delhi,8.99
Hyundai,i10,2013,Hatchback,Petrol,Manual,68.05,1086.0,19.81,65000.0,1,third_party_insurance,5,delhi,2.25
Maruti,Baleno,2015,Hatchback,Diesel,Manual,74.0,1248.0,27.39,40000.0,1,Comprehensive,5,delhi,3.99
Chevrolet,Spark,2010,Hatchback,Petrol,Manual,62.0,995.0,18.0,60000.0,3,third_party_insurance,5,delhi,0.8
Honda,City,2010,Sedan,Petrol,Automatic,116.38575999999999,1497.0,16.8,81000.0,3,Comprehensive,5,delhi,2.25
Maruti,Alto,2012,Hatchback,Petrol,Manual,46.3,796.0,19.7,80000.0,1,third_party_insurance,5,delhi,1.37
Maruti,Swift Dzire,2014,Sedan,Diesel,Manual,74.0,1248.0,23.4,107539.0,1,Comprehensive,5,delhi,3.89
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,52059.0,1,Comprehensive,5,delhi,5.48
MG,Hector,2021,SUV,Petrol,Manual,141.0,1451.0,15.81,70000.0,1,third_party_insurance,5,delhi,16.95
Hyundai,i20,2021,Hatchback,Petrol,Manual,81.8,1197.0,21.0,5732.0,1,zero_depreciation,5,delhi,8.74
Honda,Amaze,2018,Sedan,Petrol,Manual,88.76,1199.0,19.5,53034.0,1,Comprehensive,5,delhi,5.96
Honda,City,2009,Sedan,Petrol,Manual,116.38575999999999,1497.0,17.0,80000.0,3,third_party_insurance,5,delhi,1.79
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,66462.0,2,zero_depreciation,5,delhi,5.01
Mahindra,XUV500,2013,SUV,Diesel,Manual,140.0,2179.0,15.1,70000.0,1,third_party_insurance,7,delhi,5.75
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,52444.0,1,third_party_insurance,5,delhi,4.95
Tata,Safari Storme,2014,SUV,Diesel,Manual,138.1,2179.0,14.0,60000.0,1,third_party_insurance,7,delhi,5.0
MG,Hector,2019,SUV,Petrol,Automatic,141.0,1451.0,13.96,40000.0,2,third_party_insurance,5,delhi,15.0
Hyundai,Grand i10 Nios,2022,Hatchback,Petrol,Manual,81.86,1197.0,20.7,10000.0,1,third_party_insurance,5,delhi,7.25
Toyota,Urban cruiser,2022,SUV,Petrol,Manual,103.26,1462.0,17.03,10000.0,1,third_party_insurance,5,delhi,10.3
Maruti,Ciaz,2017,Sedan,Diesel,Manual,88.5,1248.0,28.09,70000.0,1,third_party_insurance,5,delhi,6.5
Hyundai,Grand i10,2014,Hatchback,Petrol,Automatic,82.0,1197.0,18.9,14000.0,1,Comprehensive,5,delhi,4.5
Ford,Ecosport,2019,SUV,Diesel,Manual,98.96,1498.0,21.7,39500.0,1,third_party_insurance,5,delhi,6.89
Skoda,Octavia,2018,Sedan,Petrol,Manual,148.0,1395.0,16.7,64213.0,1,Comprehensive,5,delhi,12.5
Maruti,Alto 800,2021,Hatchback,Petrol,Manual,47.33,796.0,22.05,20000.0,2,third_party_insurance,5,delhi,3.1
Kia,Seltos,2019,SUV,Petrol,Manual,138.08,1353.0,16.5,60000.0,1,Comprehensive,5,delhi,12.0
Isuzu,D-Max,2018,Others,Diesel,Manual,134.0,2499.0,12.4,120000.0,1,third_party_insurance,5,delhi,12.8
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,48768.0,2,zero_depreciation,5,delhi,4.52
Maruti,Celerio,2020,Hatchback,Petrol,Manual,65.71,998.0,25.24,91970.0,2,Comprehensive,5,delhi,4.04
Kia,Seltos,2023,SUV,Petrol,Automatic,157.81,1482.0,17.9,7100.0,1,Comprehensive,5,delhi,20.25
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,34936.0,1,zero_depreciation,5,delhi,4.73
Honda,Jazz,2011,Hatchback,Petrol,Manual,88.8,1198.0,16.7,64071.0,3,third_party_insurance,5,delhi,2.52
Honda,WR-V,2022,SUV,Petrol,Manual,88.5,1199.0,16.5,10000.0,1,Comprehensive,5,delhi,9.5
Maruti,Baleno,2018,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,60443.0,1,zero_depreciation,5,delhi,6.33
Honda,City,2017,Sedan,Petrol,Automatic,117.3,1497.0,18.0,56000.0,1,Comprehensive,5,delhi,8.75
Maruti,Swift,2015,Hatchback,Petrol,Manual,88.5,1197.0,22.38,10056.0,2,Comprehensive,5,delhi,4.13
Honda,City,2020,Sedan,Petrol,Manual,117.6,1497.0,17.4,13000.0,1,Comprehensive,5,delhi,11.0
Hyundai,Creta,2020,SUV,Diesel,Manual,113.98,1493.0,16.65796052631579,80000.0,1,Comprehensive,5,delhi,12.5
Land Rover,Range Rover Evoque,2019,SUV,Diesel,Automatic,177.0,1999.0,15.68,53000.0,1,third_party_insurance,5,delhi,41.5
Maruti,Grand Vitara,2012,SUV,Petrol,Manual,163.5,2393.0,10.4,110000.0,2,third_party_insurance,5,delhi,6.5
Maruti,Wagon R,2012,Hatchback,Petrol,Manual,67.1,998.0,18.9,60000.0,1,third_party_insurance,5,delhi,3.0
Mercedes-Benz,C-Class,2022,Sedan,Petrol,Automatic,201.15,1496.0,16.9,22000.0,1,Comprehensive,5,delhi,57.0
Maruti,Swift,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.38,30000.0,1,third_party_insurance,5,delhi,7.13
Ford,Ecosport,2015,SUV,Petrol,Automatic,110.4,1499.0,15.63,90000.0,2,third_party_insurance,5,delhi,5.15
Maruti,Baleno,2020,Hatchback,Petrol,Manual,81.8,1197.0,21.01,50000.0,1,third_party_insurance,5,delhi,6.0
Tata,Harrier,2022,SUV,Diesel,Automatic,167.67,1956.0,14.6,22000.0,1,Comprehensive,5,delhi,20.9
Maruti,Ciaz,2016,Sedan,Petrol,Automatic,91.1,1373.0,19.12,48000.0,1,third_party_insurance,5,delhi,6.9
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,35467.0,1,Comprehensive,5,delhi,5.13
Hyundai,Verna,2017,Sedan,Petrol,Automatic,121.3,1591.0,17.0,54481.0,1,Comprehensive,5,delhi,8.5
Maruti,Brezza,2022,SUV,Petrol,Manual,101.65,1462.0,20.15,24000.0,1,Comprehensive,5,delhi,8.35
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,76181.0,1,Comprehensive,5,delhi,4.39
Maruti,Baleno,2020,Hatchback,Petrol,Manual,81.8,1197.0,21.01,23842.0,1,Comprehensive,5,delhi,7.2
